1927-1309,Vittel,Clay,,W,19270808,1,250291,,, Marieux,U,,FRA,,240277,,,Erika Lacroix,U,,GER,,7-5 5-7 6-1,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1932-1292,Zermatt,Clay,,W,19320815,1,244706,,, Markees,U,,SUI,,244707,,, Nicolier,U,,SUI,,UNK,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1940-1134,Bratislava,Clay,,W,19400816,1,237971,,, Markowic,U,,SVK,,237972,,, Teny,U,,SVK,,2-6 6-1 6-0,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1930-1217,Limoges,Clay,,W,19300707,1,236892,,, Martin,U,,SUI,,241516,,,Anne Bourdineau,U,,FRA,,6-8 6-2 ABD,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1932-1057,Pau,Clay,,W,19320328,1,236892,,, Martin,U,,SUI,,240346,,,Simone Marre,U,,FRA,,1-6 6-2 6-3,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1927-1352,Arosa 2,Clay,,W,19270825,1,250360,,, Masser,U,,SUI,,250361,,, Kaatzer,U,,SUI,,1-6 6-4 8-6,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1933-1029,Rabat,Clay,,W,19330302,1,243450,,, Matia,U,,MAR,,238488,,, Lannefranque,U,,MAR,,6-2 6-1,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1927-1155,Stuttgart,Clay,,W,19270617,1,249993,,, Merz,U,,GER,,249994,,, Wagner,U,,GER,,5-7 6-4 6-4,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1929-1394,Varnsdorf,Clay,,W,19290829,1,248189,,, Meyer,U,,SUI,,238977,,, Riedel,U,,GER,,6-1 2-0 RET,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1928-1306,Blonville,Clay,,W,19280813,1,249313,,, Mitaranga,U,,FRA,,233202,,,Leila Claude Anet,U,,FRA,16.1,6-2 9-7,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1932-1254,Wengen,Clay,,W,19320808,1,244686,,, Moeslein,U,,SUI,,241611,,, Vischer,U,,FRA,,6-3 6-2,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1931-1360,Coutainville,Clay,,W,19310831,1,245874,,, Morelle,U,,FRA,,245875,,, Pomies,U,,FRA,,6-4 4-6 6-3,3,F,,,,,,,,,,,,,,,,,,,,,,,,
1926-1289,Champery 2,Clay,,W,19260823,1,251339,,, Morris,U,,,,251340,,, Hart,U,,,,3-6 6-1 6-0,3,F,,,,,,,,,,,,,,,,,,,,,,,,
